Datetime,hour,energy_consumption,hour_mean,z_score,residual,anomaly_type,is_peak_hour,is_weekend,wastage_mw,cost_usd
2005-07-19 22:00:00,22,50359.0,34453.149884450315,3.1313551280794765,6517.060283412429,Pattern Outlier,0,0,15905.850115549685,1908702.0138659622
2005-07-19 23:00:00,23,46573.0,32047.501485638826,3.1067281612164597,6183.842688784789,Pattern Outlier,0,0,14525.498514361174,1743059.8217233408
2005-07-20 00:00:00,0,42270.0,29523.61119366023,2.9733092952434017,5723.708768415345,Pattern Outlier,0,0,12746.388806339772,1529566.6567607727
2005-07-20 01:00:00,1,38774.0,27535.589963684386,2.818462123935663,5264.516348456913,Pattern Outlier,0,0,11238.410036315614,1348609.2043578736
2005-07-20 02:00:00,2,36386.0,26347.1832616606,2.6400864824853034,4929.474902862927,Pattern Outlier,0,0,10038.8167383394,1204658.008600728
2005-07-20 03:00:00,3,34762.0,25679.097665949346,2.4540867114233174,4665.418240214127,Pattern Outlier,0,0,9082.902334050654,1089948.2800860784
2005-07-20 04:00:00,4,33818.0,25414.924727632882,2.2927637393652947,4483.0218443142185,Pattern Outlier,0,0,8403.075272367118,1008369.0326840541
2005-07-20 05:00:00,5,33608.0,25749.431000330143,2.113799758078787,4265.930782686864,Pattern Outlier,0,0,7858.568999669857,943028.2799603827
2005-07-20 09:00:00,9,43101.0,32628.888246946186,2.292929969088023,4928.345921403838,Pattern Outlier,0,0,10472.111753053814,1256653.4103664577
2005-07-20 10:00:00,10,45771.0,33497.40343347639,2.6681987391266935,5359.611246717417,Pattern Outlier,0,0,12273.596566523607,1472831.587982833
2005-07-20 11:00:00,11,48437.0,34197.643116540115,2.8672292558072368,5744.378675336593,Pattern Outlier,0,0,14239.356883459885,1708722.826015186
2005-07-20 12:00:00,12,50278.0,34588.618355893035,2.8748239320109246,5863.717886627863,Pattern Outlier,0,0,15689.381644106965,1882725.7972928358
2005-07-20 13:00:00,13,51478.0,34759.57114559261,2.810027151717261,5836.095979126185,Pattern Outlier,0,0,16718.428854407393,2006211.4625288872
2005-07-20 14:00:00,14,52678.0,34916.601683724,2.7650265691956557,5812.178043909036,Pattern Outlier,0,0,17761.398316275998,2131367.7979531195
2005-07-20 15:00:00,15,53501.0,34940.669692967975,2.7368020551186367,5961.428151127271,Pattern Outlier,0,0,18560.330307032025,2227239.636843843
2005-07-20 16:00:00,16,54196.0,35065.39220864972,2.738954157179034,6095.0278200508255,Pattern Outlier,0,0,19130.60779135028,2295672.9349620338
2005-07-20 17:00:00,17,54420.0,35596.05150214592,2.7084663002629425,6154.910947400822,Peak Hour Spike,1,0,18823.94849785408,2258873.8197424896
2005-07-20 18:00:00,18,54151.0,36421.93149554308,2.637775259545772,6314.8427219276855,Peak Hour Spike,1,0,17729.068504456918,2127488.2205348304
2005-07-20 19:00:00,19,52794.0,36426.62991086167,2.6187815522891524,6207.835586888912,Peak Hour Spike,1,0,16367.370089138327,1964084.4106965992
2005-07-20 20:00:00,20,50873.0,36106.84021129085,2.6277390830197986,6058.0944436414065,Peak Hour Spike,1,0,14766.159788709148,1771939.174645098
2005-07-20 21:00:00,21,49194.0,35741.057279630244,2.5706261928279934,5260.180478212045,Peak Hour Spike,1,0,13452.942720369756,1614353.1264443707
2005-07-20 22:00:00,22,48017.0,34453.149884450315,2.670289944094578,5077.987879708933,Pattern Outlier,0,0,13563.850115549685,1627662.0138659622
2005-07-20 23:00:00,23,43985.0,32047.501485638826,2.553204130817163,4313.736018224881,Pattern Outlier,0,0,11937.498514361174,1432499.8217233408
2005-07-21 00:00:00,0,39524.0,29523.61119366023,2.3327586695887508,3629.5980366776057,Pattern Outlier,0,0,10000.388806339772,1200046.6567607727
2005-07-21 01:00:00,1,35924.0,27535.589963684386,2.103715373527004,3044.292693882773,Pattern Outlier,0,0,8388.410036315614,1006609.2043578736
2005-07-21 10:00:00,10,44097.0,33497.40343347639,2.304282207807691,4391.28607677453,Pattern Outlier,0,0,10599.596566523607,1271951.587982833
2005-07-21 11:00:00,11,47049.0,34197.643116540115,2.5877423211351247,5329.491791856824,Pattern Outlier,0,0,12851.356883459885,1542162.826015186
2005-07-21 12:00:00,12,49400.0,34588.618355893035,2.7139447164011967,6116.66827454562,Pattern Outlier,0,0,14811.381644106965,1777365.7972928358
2005-07-21 13:00:00,13,51077.0,34759.57114559261,2.7426272245080985,6524.719239020771,Pattern Outlier,0,0,16317.428854407393,1958091.4625288872
2005-07-21 14:00:00,14,52480.0,34916.601683724,2.7342026863598625,6838.86918364546,Pattern Outlier,0,0,17563.398316275998,2107607.7979531195
2005-07-21 15:00:00,15,53528.0,34940.669692967975,2.740783323461701,7186.882470672041,Demand Surge,0,0,18587.330307032025,2230479.636843843
2005-07-21 16:00:00,16,54250.0,35065.39220864972,2.7466854078586143,7578.836688017407,Demand Surge,0,0,19184.60779135028,2302152.9349620338
2005-07-21 17:00:00,17,54486.0,35596.05150214592,2.717962648802025,7517.249166015914,Demand Surge,1,0,18889.94849785408,2266793.8197424896
2005-07-21 18:00:00,18,53954.0,36421.93149554308,2.608465105659239,7304.759646355575,Demand Surge,1,0,17532.068504456918,2103848.2205348304
2005-07-21 19:00:00,19,52373.0,36426.62991086167,2.551421492150635,7004.634858885838,Demand Surge,1,0,15946.370089138327,1913564.4106965992
2005-07-21 20:00:00,20,50720.0,36106.84021129085,2.6005116870377063,7009.7611514651,Demand Surge,1,0,14613.159788709148,1753579.174645098
2005-07-21 21:00:00,21,49861.0,35741.057279630244,2.698078431810629,7171.234678609988,Demand Surge,1,0,14119.942720369756,1694393.1264443707
2005-07-21 22:00:00,22,48609.0,34453.149884450315,2.7868358830010935,6792.9257163080765,Pattern Outlier,0,0,14155.850115549685,1698702.0138659622
2005-07-21 23:00:00,23,44957.0,32047.501485638826,2.7610964637182898,6232.810693282103,Pattern Outlier,0,0,12909.498514361174,1549139.8217233408
2005-07-22 00:00:00,0,40955.0,29523.61119366023,2.666563456665155,5673.010359142376,Pattern Outlier,0,0,11431.388806339772,1371766.6567607727
2005-07-22 01:00:00,1,37434.0,27535.589963684386,2.482405757076855,5100.738712619383,Pattern Outlier,0,0,9898.410036315614,1187809.2043578736
2005-07-22 02:00:00,2,35210.0,26347.1832616606,2.3308128116605986,4785.328884726801,Pattern Outlier,0,0,8862.8167383394,1063538.008600728
2005-07-22 03:00:00,3,33647.0,25679.097665949346,2.15282764437611,4542.109844539922,Pattern Outlier,0,0,7967.902334050654,956148.2800860784
2005-07-22 09:00:00,9,42481.0,32628.888246946186,2.1571773516257418,5693.812317384894,Pattern Outlier,0,0,9852.111753053814,1182253.4103664577
2005-07-22 10:00:00,10,45481.0,33497.40343347639,2.605154656640128,6327.802826402869,Pattern Outlier,0,0,11983.596566523607,1438031.587982833
2005-07-22 11:00:00,11,48406.0,34197.643116540115,2.860987112453609,7131.739236641544,Demand Surge,0,0,14208.356883459885,1705002.826015186
2005-07-22 12:00:00,12,50466.0,34588.618355893035,2.909271873394329,7511.389483771221,Demand Surge,0,0,15877.381644106965,1905285.7972928358
2005-07-22 13:00:00,13,52060.0,34759.57114559261,2.907849489960983,7946.09173162347,Demand Surge,0,0,17300.428854407393,2076051.4625288872
2005-07-22 14:00:00,14,53366.0,34916.601683724,2.872131778241239,8285.045002807878,Demand Surge,0,0,18449.398316275998,2213927.7979531195
2005-07-22 15:00:00,15,54260.0,34940.669692967975,2.848719931873666,8816.701969618625,Demand Surge,0,0,19319.330307032025,2318319.636843843
2005-07-22 16:00:00,16,54592.0,35065.39220864972,2.7956499954959586,8826.2923565717,Demand Surge,0,0,19526.60779135028,2343192.9349620338
2005-07-22 17:00:00,17,54430.0,35596.05150214592,2.7099051409506822,8627.507410344748,Demand Surge,1,0,18833.94849785408,2260073.8197424896
2005-07-22 18:00:00,18,53836.0,36421.93149554308,2.590908769828727,8491.354547833791,Demand Surge,1,0,17414.068504456918,2089688.2205348301
2005-07-22 19:00:00,19,52423.0,36426.62991086167,2.5594214992929767,8548.516089079378,Demand Surge,1,0,15996.370089138327,1919564.4106965992
2005-07-22 20:00:00,20,50365.0,36106.84021129085,2.5373370100857935,8164.645902903103,Demand Surge,1,0,14258.159788709148,1710979.174645098
2005-07-22 21:00:00,21,49080.0,35741.057279630244,2.5488427516825354,7978.887343480739,Demand Surge,1,0,13338.942720369756,1600673.1264443707
2005-07-22 22:00:00,22,47825.0,34453.149884450315,2.632491261205978,7615.0152044451825,Demand Surge,0,0,13371.850115549685,1604622.0138659622
2005-07-22 23:00:00,23,44415.0,32047.501485638826,2.6451729612158097,6819.7557579451095,Pattern Outlier,0,0,12367.498514361174,1484099.8217233408
2005-07-23 00:00:00,0,40616.0,29523.61119366023,2.5874860123472647,6196.4227973960005,Pattern Outlier,0,1,11092.388806339772,1331086.6567607727
2005-07-23 01:00:00,1,37456.0,27535.589963684386,2.487923100413343,5797.892993558216,Pattern Outlier,0,1,9920.410036315614,1190449.2043578736
2005-07-23 02:00:00,2,34984.0,26347.1832616606,2.271377565396667,5264.790411656755,Pattern Outlier,0,1,8636.8167383394,1036418.0086007279
2005-07-25 13:00:00,13,47170.0,34759.57114559261,2.0859401531709456,1821.5777655574493,Pattern Outlier,0,0,12410.428854407393,1489251.4625288872
2005-07-25 14:00:00,14,49819.0,34916.601683724,2.319948382187919,3171.1734797968966,Pattern Outlier,0,0,14902.398316275998,1788287.7979531197
2005-07-25 15:00:00,15,51939.0,34940.669692967975,2.506478308753214,4403.112131653288,Pattern Outlier,0,0,16998.330307032025,2039799.636843843
2005-07-25 16:00:00,16,53419.0,35065.39220864972,2.627710050178401,5338.2091068705995,Pattern Outlier,0,0,18353.60779135028,2202432.9349620338
2005-07-25 17:00:00,17,54588.0,35596.05150214592,2.73263882381697,6132.187797795974,Peak Hour Spike,1,0,18991.94849785408,2279033.8197424896
2005-07-25 18:00:00,18,54792.0,36421.93149554308,2.7331448465572827,6537.9321279692085,Peak Hour Spike,1,0,18370.068504456918,2204408.2205348304
2005-07-25 19:00:00,19,53917.0,36426.62991086167,2.7984617127061484,6929.97992199556,Peak Hour Spike,1,0,17490.370089138327,2098844.410696599
2005-07-25 20:00:00,20,52339.0,36106.84021129085,2.8886238053057265,6824.135903241309,Peak Hour Spike,1,0,16232.159788709148,1947859.174645098
2005-07-25 21:00:00,21,51727.0,35741.057279630244,3.0546389684547033,7194.209280946634,Demand Surge,1,0,15985.942720369756,1918313.1264443707
2005-07-25 22:00:00,22,50553.0,34453.149884450315,3.1695475472481656,7166.277731410788,Demand Surge,0,0,16099.850115549685,1931982.0138659622
2005-07-25 23:00:00,23,46614.0,32047.501485638826,3.1154972822544704,6569.38494152113,Pattern Outlier,0,0,14566.498514361174,1747979.8217233408
2005-07-26 00:00:00,0,42208.0,29523.61119366023,2.9588467538047314,5989.563487207954,Pattern Outlier,0,0,12684.388806339772,1522126.6567607727
2005-07-26 01:00:00,1,39016.0,27535.589963684386,2.8791529006370298,5840.426895797238,Pattern Outlier,0,0,11480.410036315614,1377649.2043578736
2005-07-26 02:00:00,2,36452.0,26347.1832616606,2.657443678296894,5317.463075878099,Pattern Outlier,0,0,10104.8167383394,1212578.008600728
2005-07-26 03:00:00,3,34701.0,25679.097665949346,2.437605273674546,4898.97524560726,Pattern Outlier,0,0,9021.902334050654,1082628.2800860784
2005-07-26 04:00:00,4,33632.0,25414.924727632882,2.242013979104988,4668.523273334049,Pattern Outlier,0,0,8217.075272367118,986049.0326840541
2005-07-26 05:00:00,5,33384.0,25749.431000330143,2.053548184817861,4360.898844821862,Pattern Outlier,0,0,7634.568999669857,916148.2799603827
2005-07-26 09:00:00,9,43318.0,32628.888246946186,2.3404433851998214,5016.958523046975,Pattern Outlier,0,0,10689.111753053814,1282693.4103664577
2005-07-26 10:00:00,10,46636.0,33497.40343347639,2.856244019646966,5804.982651828301,Pattern Outlier,0,0,13138.596566523607,1576631.587982833
2005-07-26 11:00:00,11,49923.0,34197.643116540115,3.166449417855334,6664.5883268443795,Pattern Outlier,0,0,15725.356883459885,1887042.826015186
2005-07-26 12:00:00,12,52645.0,34588.618355893035,3.308538172726444,7462.120714842298,Demand Surge,0,0,18056.381644106965,2166765.797292836
2005-07-26 13:00:00,13,54548.0,34759.57114559261,3.326031581971947,7930.976449771959,Demand Surge,0,0,19788.428854407393,2374611.462528887
2005-07-26 14:00:00,14,56053.0,34916.601683724,3.290433662987579,8283.843518072325,Demand Surge,0,0,21136.398316275998,2536367.7979531195
2005-07-26 15:00:00,15,57180.0,34940.669692967975,3.2792867304569144,8595.028811622207,Demand Surge,0,0,22239.330307032025,2668719.636843843
2005-07-26 16:00:00,16,57914.0,35065.39220864972,3.27126508359905,8854.86815091376,Demand Surge,0,0,22848.60779135028,2741832.9349620338
2005-07-26 17:00:00,17,58506.0,35596.05150214592,3.2963766052733923,9131.526641070064,Demand Surge,1,0,22909.94849785408,2749193.8197424896
2005-07-26 18:00:00,18,58211.0,36421.93149554308,3.24183223812102,9057.38812630254,Demand Surge,1,0,21789.068504456918,2614688.2205348304
2005-07-26 19:00:00,19,56924.0,36426.62991086167,3.2795821422465825,9074.25935167876,Demand Surge,1,0,20497.370089138327,2459684.410696599
2005-07-26 20:00:00,20,55282.0,36106.84021129085,3.4123507750789095,9217.151105724886,Demand Surge,1,0,19175.15978870915,2301019.174645098
2005-07-26 21:00:00,21,54692.0,35741.057279630244,3.6211995210536747,9658.11892526345,Demand Surge,1,0,18950.942720369756,2274113.1264443705
2005-07-26 22:00:00,22,53230.0,34453.149884450315,3.696563558148069,9388.06028341243,Demand Surge,0,0,18776.850115549685,2253222.013865962
2005-07-26 23:00:00,23,49228.0,32047.501485638826,3.6745822186778714,8838.842688784789,Demand Surge,0,0,17180.498514361174,2061659.8217233408
2005-07-27 00:00:00,0,45123.0,29523.61119366023,3.6388194682196287,8576.708768415345,Demand Surge,0,0,15599.388806339772,1871926.6567607727
2005-07-27 01:00:00,1,41740.0,27535.589963684386,3.5623003210276214,8230.516348456913,Demand Surge,0,0,14204.410036315614,1704529.2043578736
2005-07-27 02:00:00,2,39497.0,26347.1832616606,3.4582415759680045,8040.474902862927,Demand Surge,0,0,13149.8167383394,1577978.008600728
2005-07-27 03:00:00,3,37979.0,25679.097665949346,3.323279912042927,7882.418240214127,Demand Surge,0,0,12299.902334050654,1475988.2800860784
2005-07-27 04:00:00,4,36952.0,25414.924727632882,3.1478699149341227,7617.0218443142185,Demand Surge,0,0,11537.075272367118,1384449.0326840542
2005-07-27 05:00:00,5,36667.0,25749.431000330143,2.9366103054233044,7324.930782686864,Demand Surge,0,0,10917.568999669857,1310108.2799603827
2005-07-27 06:00:00,6,37768.0,27162.85391218224,2.683676243121956,7272.147158892323,Demand Surge,0,0,10605.14608781776,1272617.5305381313
2005-07-27 07:00:00,7,39751.0,29611.04688015847,2.2276199838179966,7118.454420326416,Demand Surge,0,0,10139.953119841532,1216794.3743809839
2005-07-27 08:00:00,8,43198.0,31490.827830967315,2.446761986028814,7596.575860942401,Demand Surge,0,0,11707.172169032685,1404860.6602839222
2005-07-27 09:00:00,9,46963.0,32628.888246946186,3.1385374023772656,8790.345921403838,Demand Surge,0,0,14334.111753053814,1720093.4103664577
2005-07-27 10:00:00,10,50481.0,33497.40343347639,3.6921215960636706,10069.611246717417,Demand Surge,0,0,16983.596566523607,2038031.587982833
2005-07-27 11:00:00,11,53888.0,34197.643116540115,3.96483968873064,11195.378675336593,Demand Surge,0,0,19690.356883459885,2362842.826015186
2005-07-27 12:00:00,12,56339.0,34588.618355893035,3.985403574164183,11924.717886627863,Demand Surge,0,0,21750.381644106965,2610045.797292836
2005-07-27 13:00:00,13,57948.0,34759.57114559261,3.8975022864885376,12306.095979126185,Demand Surge,0,0,23188.428854407393,2782611.462528887
2005-07-27 14:00:00,14,58772.0,34916.601683724,3.713717185363947,11906.178043909036,Demand Surge,0,0,23855.398316275998,2862647.7979531195
2005-07-27 15:00:00,15,59002.0,34940.669692967975,3.5479486164222154,11462.428151127271,Demand Surge,0,0,24061.330307032025,2887359.636843843
2005-07-27 16:00:00,16,59031.0,35065.39220864972,3.4311874356192646,10930.027820050826,Demand Surge,0,0,23965.60779135028,2875872.9349620338
2005-07-27 17:00:00,17,58885.0,35596.05150214592,3.3509086673387274,10619.910947400822,Demand Surge,1,0,23288.94849785408,2794673.8197424896
2005-07-27 18:00:00,18,57371.0,36421.93149554308,3.1168549322089,9534.842721927685,Demand Surge,1,0,20949.068504456918,2513888.2205348304
2005-07-27 19:00:00,19,53834.0,36426.62991086167,2.7851817008498614,7247.835586888912,Demand Surge,1,0,17407.370089138327,2088884.4106965992
2005-07-27 20:00:00,20,50709.0,36106.84021129085,2.5985541618363794,5894.0944436414065,Peak Hour Spike,1,0,14602.159788709148,1752259.174645098
2005-07-27 21:00:00,21,49131.0,35741.057279630244,2.5585879753528715,5197.180478212045,Peak Hour Spike,1,0,13389.942720369756,1606793.1264443707
2005-07-27 22:00:00,22,47411.0,34453.149884450315,2.5509878512274353,4471.987879708933,Pattern Outlier,0,0,12957.850115549685,1554942.0138659622
2005-07-27 23:00:00,23,43474.0,32047.501485638826,2.443910939343422,3802.7360182248813,Pattern Outlier,0,0,11426.498514361174,1371179.8217233408
2005-07-28 00:00:00,0,39293.0,29523.61119366023,2.2788740393898346,3398.5980366776057,Pattern Outlier,0,0,9769.388806339772,1172326.6567607727
2005-07-28 01:00:00,1,35982.0,27535.589963684386,2.1182610968686544,3102.292693882773,Pattern Outlier,0,0,8446.410036315614,1013569.2043578736
2005-08-01 14:00:00,14,47983.0,34916.601683724,2.034126923165113,3327.616289091522,Pattern Outlier,0,0,13066.398316275998,1567967.7979531197
2005-08-01 15:00:00,15,49230.0,34940.669692967975,2.1070243849990975,3858.4003671649334,Pattern Outlier,0,0,14289.330307032025,1714719.636843843
2005-08-01 16:00:00,16,50293.0,35065.39220864972,2.1801565386160098,4463.868056182146,Pattern Outlier,0,0,15227.607791350281,1827312.9349620338
2005-08-01 17:00:00,17,50970.0,35596.05150214592,2.2120662629927392,4736.295216944294,Peak Hour Spike,1,0,15373.948497854079,1844873.8197424894
2005-08-01 18:00:00,18,50934.0,36421.93149554308,2.1591419344037592,5045.963694649261,Peak Hour Spike,1,0,14512.068504456918,1741448.2205348301
2005-08-01 19:00:00,19,49642.0,36426.62991086167,2.1144611020359276,5098.912625937344,Peak Hour Spike,1,0,13215.370089138327,1585844.4106965992
2005-08-01 20:00:00,20,47884.0,36106.84021129085,2.0958260987683395,4611.468538798668,Peak Hour Spike,1,0,11777.159788709148,1413259.174645098
2005-08-01 21:00:00,21,47182.0,35741.057279630244,2.1861675648923673,4190.9636912418355,Peak Hour Spike,1,0,11440.942720369756,1372913.1264443707
2005-08-01 22:00:00,22,45753.0,34453.149884450315,2.2245804750331732,4526.209886529774,Pattern Outlier,0,0,11299.850115549685,1355982.0138659622
2005-08-01 23:00:00,23,41977.0,32047.501485638826,2.1237310809555754,4304.210212128768,Pattern Outlier,0,0,9929.498514361174,1191539.8217233408
2005-08-02 10:00:00,10,44161.0,33497.40343347639,2.3181953846323125,5354.7554638253205,Pattern Outlier,0,0,10663.596566523607,1279631.587982833
2005-08-02 11:00:00,11,47446.0,34197.643116540115,2.6676820279541653,6596.284853822894,Pattern Outlier,0,0,13248.356883459885,1589802.826015186
2005-08-02 12:00:00,12,50085.0,34588.618355893035,2.8394598219737066,7496.1782793853345,Demand Surge,0,0,15496.381644106965,1859565.7972928358
2005-08-02 13:00:00,13,51989.0,34759.57114559261,2.895915837013725,8192.306628183534,Demand Surge,0,0,17229.428854407393,2067531.4625288872
2005-08-02 14:00:00,14,53496.0,34916.601683724,2.892369681113224,8565.889208024339,Demand Surge,0,0,18579.398316275998,2229527.7979531195
2005-08-02 15:00:00,15,54676.0,34940.669692967975,2.910060955233471,9078.020703361173,Demand Surge,0,0,19735.330307032025,2368239.636843843
2005-08-02 16:00:00,16,55527.0,35065.39220864972,2.9295151692998087,9495.899698180408,Demand Surge,0,0,20461.60779135028,2455392.9349620338
2005-08-02 17:00:00,17,55929.0,35596.05150214592,2.9255873600428663,9659.139661000016,Demand Surge,1,0,20332.94849785408,2439953.8197424896
2005-08-02 18:00:00,18,55746.0,36421.93149554308,2.8750833582717625,9722.131150579939,Demand Surge,1,0,19324.068504456918,2318888.2205348304
2005-08-02 19:00:00,19,54489.0,36426.62991086167,2.8899817944145383,9773.615315121999,Demand Surge,1,0,18062.370089138327,2167484.410696599
2005-08-02 20:00:00,20,52428.0,36106.84021129085,2.904461963752826,9175.33410051796,Demand Surge,1,0,16321.159788709148,1958539.174645098
2005-08-02 21:00:00,21,51491.0,35741.057279630244,3.009543423627264,8384.669254465043,Demand Surge,1,0,15749.942720369756,1889993.1264443707
2005-08-02 22:00:00,22,49908.0,34453.149884450315,3.0425675969192763,8644.331355244743,Demand Surge,0,0,15454.850115549685,1854582.0138659622
2005-08-02 23:00:00,23,45737.0,32047.501485638826,2.9279236444414165,7828.5156120815445,Demand Surge,0,0,13689.498514361174,1642739.8217233408
2005-08-03 00:00:00,0,41376.0,29523.61119366023,2.7647687783696733,6911.47112053851,Pattern Outlier,0,0,11852.388806339772,1422286.6567607727
2005-08-03 01:00:00,1,37801.0,27535.589963684386,2.5744450754628123,6142.120814226444,Pattern Outlier,0,0,10265.410036315614,1231849.2043578736
2005-08-03 02:00:00,2,35389.0,26347.1832616606,2.3778876306041545,5641.192396338993,Pattern Outlier,0,0,9041.8167383394,1085018.008600728
2005-08-03 03:00:00,3,33794.0,25679.097665949346,2.1925452074756073,5213.0775288797995,Pattern Outlier,0,0,8114.902334050654,973788.2800860784
2005-08-03 09:00:00,9,42252.0,32628.888246946186,2.107036465498544,5647.74112203894,Pattern Outlier,0,0,9623.111753053814,1154773.4103664577
2005-08-03 10:00:00,10,45498.0,33497.40343347639,2.608850344234168,6655.79893792612,Pattern Outlier,0,0,12000.596566523607,1440071.587982833
2005-08-03 11:00:00,11,48625.0,34197.643116540115,2.9050848348550447,7758.787674162551,Demand Surge,0,0,14427.356883459885,1731282.826015186
2005-08-03 12:00:00,12,51106.0,34588.618355893035,3.026541461082513,8591.071626803605,Demand Surge,0,0,16517.381644106965,1982085.7972928358
2005-08-03 13:00:00,13,52905.0,34759.57114559261,3.0498767679952534,9096.469443404167,Demand Surge,0,0,18145.428854407393,2177451.462528887
2005-08-03 14:00:00,14,54410.0,34916.601683724,3.034657705920874,9535.264212484442,Demand Surge,0,0,19493.398316275998,2339207.7979531195
2005-08-03 15:00:00,15,55587.0,34940.669692967975,3.0443918982161216,9928.441626463995,Demand Surge,0,0,20646.330307032025,2477559.636843843
2005-08-03 16:00:00,16,56416.0,35065.39220864972,3.056794462895127,10540.066941394543,Demand Surge,0,0,21350.60779135028,2562072.9349620338
2005-08-03 17:00:00,17,57027.0,35596.05150214592,3.0835720675566876,10859.321470629919,Demand Surge,1,0,21430.94849785408,2571713.8197424896
2005-08-03 18:00:00,18,56916.0,36421.93149554308,3.0491588915065013,11049.274588554137,Demand Surge,1,0,20494.068504456918,2459288.2205348304
2005-08-03 19:00:00,19,55605.0,36426.62991086167,3.0685419538316068,11010.965339851551,Demand Surge,1,0,19178.370089138327,2301404.410696599
2005-08-03 20:00:00,20,53584.0,36106.84021129085,3.110180066728633,10359.807473037661,Demand Surge,1,0,17477.15978870915,2097259.174645098
2005-08-03 21:00:00,21,52621.0,35741.057279630244,3.225467006911189,9577.761817464692,Demand Surge,1,0,16879.942720369756,2025593.1264443707
2005-08-03 22:00:00,22,50894.0,34453.149884450315,3.236679583003439,9611.863671544386,Demand Surge,0,0,16440.850115549685,1972902.0138659622
2005-08-03 23:00:00,23,46887.0,32047.501485638826,3.1738867955075647,8899.565435076824,Demand Surge,0,0,14839.498514361174,1780739.8217233408
2005-08-04 00:00:00,0,42502.0,29523.61119366023,3.027427192239716,7850.023267929537,Demand Surge,0,0,12978.388806339772,1557406.6567607727
2005-08-04 01:00:00,1,38872.0,27535.589963684386,2.8430393806163816,7102.656411688873,Demand Surge,0,0,11336.410036315614,1360369.2043578736
2005-08-04 02:00:00,2,36573.0,26347.1832616606,2.689265203951477,6717.544532974978,Pattern Outlier,0,0,10225.8167383394,1227098.008600728
2005-08-04 03:00:00,3,34877.0,25679.097665949346,2.4851582743923117,6175.018448229555,Pattern Outlier,0,0,9197.902334050654,1103748.2800860784
2005-08-04 04:00:00,4,33854.0,25414.924727632882,2.3025862736092253,5923.921448194513,Pattern Outlier,0,0,8439.075272367118,1012689.0326840541
2005-08-04 05:00:00,5,33626.0,25749.431000330143,2.118641402358683,5554.118082549834,Pattern Outlier,0,0,7876.568999669857,945188.2799603827
2005-08-04 09:00:00,9,43464.0,32628.888246946186,2.3724109370538424,6796.40157584702,Pattern Outlier,0,0,10835.111753053814,1300213.4103664577
2005-08-04 10:00:00,10,46945.0,33497.40343347639,2.9234185765033414,8229.44975812138,Demand Surge,0,0,13447.596566523607,1613711.587982833
2005-08-04 11:00:00,11,50217.0,34197.643116540115,3.2256490999832885,9543.11930803059,Demand Surge,0,0,16019.356883459885,1922322.826015186
2005-08-04 12:00:00,12,53068.0,34588.618355893035,3.386046040839103,10803.570208186786,Demand Surge,0,0,18479.381644106965,2217525.797292836
2005-08-04 13:00:00,13,55202.0,34759.57114559261,3.435955652781903,11813.932555209176,Demand Surge,0,0,20442.428854407393,2453091.462528887
2005-08-04 14:00:00,14,56609.0,34916.601683724,3.3769896168093005,12086.295796165636,Demand Surge,0,0,21692.398316275998,2603087.7979531195
2005-08-04 15:00:00,15,57185.0,34940.669692967975,3.2800240023722966,11921.47385977416,Demand Surge,0,0,22244.330307032025,2669319.636843843
2005-08-04 16:00:00,16,57008.0,35065.39220864972,3.1415518777527525,11298.553138467745,Demand Surge,0,0,21942.60779135028,2633112.9349620338
2005-08-04 17:00:00,17,56833.0,35596.05150214592,3.055658558214537,11036.157808852564,Demand Surge,1,0,21236.94849785408,2548433.8197424896
2005-08-04 18:00:00,18,56235.0,36421.93149554308,2.947838004213461,10904.213927726094,Demand Surge,1,0,19813.068504456918,2377568.2205348304
2005-08-04 19:00:00,19,55123.0,36426.62991086167,2.991421884979432,11138.084177116136,Demand Surge,1,0,18696.370089138327,2243564.410696599
2005-08-04 20:00:00,20,53649.0,36106.84021129085,3.12174726110011,11019.648605086062,Demand Surge,1,0,17542.15978870915,2105059.174645098
2005-08-04 21:00:00,21,52940.0,35741.057279630244,3.2864224255550583,10390.137225182785,Demand Surge,1,0,17198.942720369756,2063873.1264443707
2005-08-04 22:00:00,22,51237.0,34453.149884450315,3.304205355038802,10342.876709663746,Demand Surge,0,0,16783.850115549685,2014062.0138659622
2005-08-04 23:00:00,23,47170.0,32047.501485638826,3.2344151187699297,9576.396495999055,Demand Surge,0,0,15122.498514361174,1814699.8217233408
2005-08-05 00:00:00,0,43163.0,29523.61119366023,3.181616545319732,8731.083248598254,Demand Surge,0,0,13639.388806339772,1636726.6567607727
2005-08-05 01:00:00,1,39741.0,27535.589963684386,3.0609744424076535,8031.848361839999,Demand Surge,0,0,12205.410036315614,1464649.2043578736
2005-08-05 02:00:00,2,37418.0,26347.1832616606,2.9114899079029013,7587.185360371117,Demand Surge,0,0,11070.8167383394,1328498.008600728
2005-08-05 03:00:00,3,35764.0,25679.097665949346,2.724814590509686,7084.437750461493,Demand Surge,0,0,10084.902334050654,1210188.2800860784
2005-08-05 04:00:00,4,34910.0,25414.924727632882,2.5907139447645164,6935.749390251436,Pattern Outlier,0,0,9495.075272367118,1139409.0326840542
2005-08-05 05:00:00,5,34731.0,25749.431000330143,2.4158645650967316,6691.697833528266,Pattern Outlier,0,0,8981.568999669857,1077788.2799603827
